"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_step2_keyresp.rt","p_step2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_advice_reading.started","t_advice_reading.stopped","t_advice_mouse.x","t_advice_mouse.y","t_advice_mouse.leftButton","t_advice_mouse.midButton","t_advice_mouse.rightButton","t_advice_mouse.time","t_advice_mouse.clicked_name","t_advice_summary_textbox.text","t_advice_summary_mouse.x","t_advice_summary_mouse.y","t_advice_summary_mouse.leftButton","t_advice_summary_mouse.midButton","t_advice_summary_mouse.rightButton","t_advice_summary_mouse.time","t_advice_summary_mouse.clicked_name","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_instructions_2_keyresp.keys","vb_instructions_2_keyresp.rt","vb_instructions_2_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.02,,"space",0.771,,1,"orange_gnome",1,3,"bright_forest","red_basket","brown_gnome",1,5,"dark_forest","yellow_basket",3,0,0,1,"orange_gnome","bright_forest","red_basket",707,0,0,40,1,161,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1.074,,"space",1.4,,3,"yellow_gnome",3,5,"dark_forest","yellow_basket","red_gnome",3,3,"bright_forest","red_basket",3,0,0,1,"red_gnome","bright_forest","red_basket",710,0,-2,40,2,162,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.677,,"space",0.619,,4,"purple_gnome",4,3,"dark_forest","yellow_basket","blue_gnome",4,3,"bright_forest","red_basket",3,0,0,1,"blue_gnome","bright_forest","red_basket",713,-1,2,40,3,163,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.604,,"space",0.575,,3,"red_gnome",3,2,"bright_forest","red_basket","yellow_gnome",3,5,"dark_forest","yellow_basket",2,0,0,1,"red_gnome","bright_forest","red_basket",715,-2,1,41,0,164,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.645,,"space",0.639,,4,"blue_gnome",4,0,"bright_forest","red_basket","purple_gnome",4,6,"dark_forest","yellow_basket",0,0,0,1,"blue_gnome","bright_forest","red_basket",715,0,-3,41,1,165,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.768,,"space",0.584,,3,"red_gnome",3,0,"bright_forest","red_basket","yellow_gnome",3,3,"dark_forest","yellow_basket",0,0,0,1,"red_gnome","bright_forest","red_basket",715,1,0,41,2,166,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.858,,"space",0.566,,2,"green_gnome",2,1,"bright_forest","red_basket","pink_gnome",2,3,"dark_forest","yellow_basket",1,0,0,1,"green_gnome","bright_forest","red_basket",716,-2,-2,41,3,167,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.713,,"space",0.622,,4,"purple_gnome",4,1,"dark_forest","yellow_basket","blue_gnome",4,1,"bright_forest","red_basket",1,0,0,1,"blue_gnome","bright_forest","red_basket",717,0,-1,42,0,168,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.79,,"space",0.603,,4,"purple_gnome",4,0,"dark_forest","yellow_basket","blue_gnome",4,1,"bright_forest","red_basket",1,0,0,1,"blue_gnome","bright_forest","red_basket",718,-2,-2,42,1,169,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.774,,"space",0.673,,4,"purple_gnome",4,2,"dark_forest","yellow_basket","blue_gnome",4,1,"bright_forest","red_basket",1,0,0,1,"blue_gnome","bright_forest","red_basket",719,-2,-3,42,2,170,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.726,,"space",1.151,,4,"purple_gnome",4,1,"dark_forest","yellow_basket","blue_gnome",4,1,"bright_forest","red_basket",1,0,0,1,"blue_gnome","bright_forest","red_basket",720,1,0,42,3,171,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.703,,"space",0.571,,1,"brown_gnome",1,1,"dark_forest","yellow_basket","orange_gnome",1,2,"bright_forest","red_basket",2,0,0,1,"orange_gnome","bright_forest","red_basket",722,-4,-3,43,0,172,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.564,,"space",0.451,,1,"brown_gnome",1,2,"dark_forest","yellow_basket","orange_gnome",1,2,"bright_forest","red_basket",2,0,0,1,"brown_gnome","dark_forest","yellow_basket",724,0,1,43,1,173,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.773,,"space",0.558,,4,"blue_gnome",4,2,"bright_forest","red_basket","purple_gnome",4,3,"dark_forest","yellow_basket",3,0,0,1,"purple_gnome","dark_forest","yellow_basket",727,0,2,43,2,174,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.782,,"space",0.598,,2,"green_gnome",2,2,"bright_forest","red_basket","pink_gnome",2,5,"dark_forest","yellow_basket",5,0,0,1,"pink_gnome","dark_forest","yellow_basket",732,0,0,43,3,175,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.94,,"space",0.536,,2,"green_gnome",2,2,"bright_forest","red_basket","pink_gnome",2,5,"dark_forest","yellow_basket",5,0,0,1,"pink_gnome","dark_forest","yellow_basket",737,3,-2,44,0,176,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.073,,"space",0.603,,2,"pink_gnome",2,3,"dark_forest","yellow_basket","green_gnome",2,5,"bright_forest","red_basket",3,0,0,1,"pink_gnome","dark_forest","yellow_basket",740,-4,-3,44,1,177,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.758,,"space",0.488,,1,"brown_gnome",1,0,"dark_forest","yellow_basket","orange_gnome",1,1,"bright_forest","red_basket",1,0,0,1,"orange_gnome","bright_forest","red_basket",741,4,0,44,2,178,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.725,,"space",0.484,,1,"brown_gnome",1,0,"dark_forest","yellow_basket","orange_gnome",1,5,"bright_forest","red_basket",0,0,0,1,"brown_gnome","dark_forest","yellow_basket",741,-1,0,44,3,179,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.005,,"space",0.634,,4,"blue_gnome",4,4,"bright_forest","red_basket","purple_gnome",4,0,"dark_forest","yellow_basket",4,0,0,1,"blue_gnome","bright_forest","red_basket",745,0,2,45,0,180,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.689,,"space",0.589,,2,"pink_gnome",2,2,"dark_forest","yellow_basket","green_gnome",2,4,"bright_forest","red_basket",4,0,0,1,"green_gnome","bright_forest","red_basket",749,-1,3,45,1,181,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.771,,"space",0.496,,1,"orange_gnome",1,3,"bright_forest","red_basket","brown_gnome",1,5,"dark_forest","yellow_basket",5,0,0,1,"brown_gnome","dark_forest","yellow_basket",754,-2,0,45,2,182,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.873,,"space",0.534,,4,"purple_gnome",4,5,"dark_forest","yellow_basket","blue_gnome",4,1,"bright_forest","red_basket",5,0,0,1,"purple_gnome","dark_forest","yellow_basket",759,-1,3,45,3,183,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",284633,1,"2024-05-06_18h43.32.065","experiment","2023.2.3","MacIntel",62.5,"5ff1a553fd725a61862fef1b","6638ede3ddbc5fcdff14e9cd","663916b0a709386a2b11112d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.736,,"space",0.617,,1,"orange_gnome",1,0,"bright_forest","red_basket","brown_gnome",1,8,"dark_forest","yellow_basket",0,0,0,1,"orange_gnome","bright_forest","red_basket",759,1,2,46,0,184,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
